timestamp,latitude,longitude,altitude,speed,temperature,battery_voltage
2026-08-14 09:23:00.409771,39.9207939111813,32.854063360185194,100.0,61.75858628443566,25.35399365268493,12.6
2026-08-14 09:23:01.409771,39.92080582242515,32.85410196931053,101.51515151515152,61.11165001183135,26.856354760401974,12.591919191919192
2026-08-14 09:23:02.409771,39.920887751949245,32.85411899655497,103.03030303030303,56.02172615585254,24.537755431842992,12.583838383838383
2026-08-14 09:23:03.409771,39.920912532368256,32.854095752181735,104.54545454545455,58.03469885438086,25.892541717041716,12.575757575757576
2026-08-14 09:23:04.409771,39.92093988184349,32.854117208540714,106.06060606060606,59.52455933903703,26.773524177066072,12.567676767676767
2026-08-14 09:23:05.409771,39.92097604642342,32.85413337492076,107.57575757575758,57.78638298893479,25.129362925296103,12.55959595959596
2026-08-14 09:23:06.409771,39.920992374154956,32.85405368903232,109.0909090909091,59.90059500350253,25.90530878570129,12.55151515151515
2026-08-14 09:23:07.409771,39.92102768135346,32.85401715853696,110.60606060606061,64.36359843507063,25.420275911400196,12.543434343434344
2026-08-14 09:23:08.409771,39.92113990015281,32.85393390110944,112.12121212121212,63.32133067286644,26.23056244899638,12.535353535353535
2026-08-14 09:23:09.409771,39.921133724554444,32.85396900069579,113.63636363636364,57.40229432348479,26.515717243693175,12.527272727272727
2026-08-14 09:23:10.409771,39.921114604183174,32.85391879336376,115.15151515151516,63.22998838949553,25.325576676105243,12.519191919191918
2026-08-14 09:23:11.409771,39.92125033978812,32.85382491994974,116.66666666666667,57.469840322400536,25.90832304171785,12.511111111111111
2026-08-14 09:23:12.409771,39.92120000253572,32.85378218028726,118.18181818181819,55.95927459147149,24.24804049894726,12.503030303030302
2026-08-14 09:23:13.409771,39.92124902504678,32.85370409516228,119.69696969696969,62.978961644998684,21.254786303495166,12.494949494949495
2026-08-14 09:23:14.409771,39.92129955435887,32.85370271993518,121.21212121212122,57.352200089054094,26.03789186827295,12.486868686868686
2026-08-14 09:23:15.409771,39.921234838739686,32.85373318943305,122.72727272727272,57.03406480749937,26.50128881440151,12.478787878787879
2026-08-14 09:23:16.409771,39.92126561268514,32.85363309370581,124.24242424242425,61.584388124908244,24.739224772979178,12.470707070707071
2026-08-14 09:23:17.409771,39.9212018914619,32.8536568596823,125.75757575757575,63.10346726609936,25.441237773691142,12.462626262626262
2026-08-14 09:23:18.409771,39.92112341567144,32.85362170569269,127.27272727272728,59.732635972058205,24.86030225464839,12.454545454545455
2026-08-14 09:23:19.409771,39.92110815986675,32.85367532040179,128.78787878787878,59.647544871162445,26.158777569124283,12.446464646464646
2026-08-14 09:23:20.409771,39.92101986317301,32.85371320691013,130.3030303030303,57.34531424167983,27.139267722285098,12.438383838383839
2026-08-14 09:23:21.409771,39.92104278589963,32.853749858536176,131.8181818181818,56.231234493054004,23.618504517926127,12.43030303030303
2026-08-14 09:23:22.409771,39.921105534654565,32.85369268079286,133.33333333333334,57.06064492371039,29.197927183375533,12.422222222222222
2026-08-14 09:23:23.409771,39.92107502716233,32.85362416332104,134.84848484848484,56.9134935942171,26.44438233589642,12.414141414141413
2026-08-14 09:23:24.409771,39.92114619608624,32.85358772358233,136.36363636363637,61.52397655033322,25.976867571947842,12.406060606060606
2026-08-14 09:23:25.409771,39.9211980218746,32.853624495164595,137.87878787878788,58.72564516846229,26.214038278185743,12.397979797979797
2026-08-14 09:23:26.409771,39.92123733192445,32.85356987560382,139.39393939393938,69.5369432666692,28.752016036032586,12.38989898989899
2026-08-14 09:23:27.409771,39.92119121164632,32.85357445679275,140.9090909090909,66.13446657955998,25.757864648356176,12.381818181818181
2026-08-14 09:23:28.409771,39.921231121158854,32.85356353258484,142.42424242424244,56.83649527492004,24.03653049109939,12.373737373737374
2026-08-14 09:23:29.409771,39.92134570974921,32.85357968633886,143.93939393939394,60.285320480772064,25.016266185381053,12.365656565656566
2026-08-14 09:23:30.409771,39.92140629322948,32.853571496990355,145.45454545454544,58.06720673150899,23.05354115145352,12.357575757575757
2026-08-14 09:23:31.409771,39.92139136338811,32.853522468155894,146.96969696969697,64.40791575315528,24.481906877732605,12.34949494949495
2026-08-14 09:23:32.409771,39.92135869733791,32.85354223606402,148.4848484848485,61.34568224034848,25.026989870337953,12.341414141414141
2026-08-14 09:23:33.409771,39.92137541843033,32.85348860900565,150.0,54.53567100218024,24.442266586809207,12.333333333333334
2026-08-14 09:23:34.409771,39.92137664881023,32.853580032095685,151.5151515151515,58.16553603032101,25.610054803640995,12.325252525252525
2026-08-14 09:23:35.409771,39.92132176941065,32.85356191846301,153.03030303030303,53.63503118653164,25.43182259608762,12.317171717171718
2026-08-14 09:23:36.409771,39.921350055654806,32.85353445893788,154.54545454545456,55.66759506040057,25.85183275714994,12.309090909090909
